"archiveID","pageNum","numPage","vName","vSciName","conf","sciName","date","locality","country","stateProvince","island","idQualifier","county","occStatus","habitat","assCollTaxa","assColl","locationRemarks","vTaxonRank","vElevM","vLat","vLon","vUTM","vCoordUncM","numPlantsCode","orgQuantity","orgQtype","occRemarks","phenology","recordedBy","idBy","dataEntryRemarks","index"
7,7,4,"Vicia americana","Vicia americana","h","Vicia americana",19810528,"small island on east end of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
7,7,5,"Camassia leichtlinii","Camassia leichtlinii","h","Camassia leichtlinii",19810528,"small island on east end of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203
7,7,6,"Zygadenus venenosus","Zygadenus venenosus","h","Toxicoscordion venenosum",19810528,"on islands to south of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
7,7,8,"Lychnis coronaria","Lychnis coronaria","h","Silene coronaria",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spreading",NA,NA,NA,NA,205
7,7,10,"Listera cordata","Listera cordata","h","Neottia cordata",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
7,7,11,"Vinca major","Vinca major","h","Vinca major",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,"around old light keepers house",NA,NA,NA,NA,NA,NA,NA,"persistant","qualitative","varigated",NA,NA,NA,NA,207
7,7,12,"Sedum album","Sedum album","h","Sedum album",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,"around old light keepers house",NA,NA,NA,NA,NA,NA,NA,"persistant","qualitative",NA,NA,NA,NA,NA,208
7,7,13,"Santolina chamaecyparissus","Santolina chamaecyparissus","h","Santolina chamaecyparissus",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,"around old light keepers house",NA,NA,NA,NA,NA,NA,NA,"persistant","qualitative",NA,NA,NA,NA,NA,209
7,7,14,"Hypericum calycinum","Hypericum calycinum","h","Hypericum calycinum",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,"around old light keepers house",NA,NA,NA,NA,NA,NA,NA,"persistant","qualitative",NA,NA,NA,NA,NA,210
7,7,15,"Cytisus scoparius","Cytisus scoparius","h","Cytisus scoparius",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island",NA,NA,NA,NA,NA,NA,"around old light keepers house",NA,NA,NA,NA,NA,NA,NA,"1","individuals","single at sea edge",NA,NA,NA,NA,211
7,7,17,"Myriophyllum","Myriophyllum","h","Myriophyllum",19810528,"North East point of Prevost Island","Canada","British Columbia","Prevost Island","Myriophyllum cf. sp.",NA,NA,NA,NA,NA,"around old light keepers house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
7,8,1,"Artemisia campestris","Artemisia campestris","h","Artemisia campestris",19810527,"Saturna Island; Monarch head","Canada","British Columbia","Saturna Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
7,8,2,"Trifolium macraei","Trifolium macraei","h","Trifolium macraei",19810527,"Saturna Island; Monarch head","Canada","British Columbia","Saturna Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lots at M. h.",NA,NA,NA,NA,214
7,8,3,"Saxifraga caespitosa","Saxifraga caespitosa","h","Saxifraga cespitosa",19810527,"Saturna Island; Cactus Point","Canada","British Columbia","Saturna Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215
7,8,4,"Sedum","Sedum","h","Sedum",19810610,"North Pender Island; Port Washington; George Hill area","Canada","British Columbia","North Pender Island",NA,NA,NA,NA,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asst planted (underlined), well established",NA,NA,NA,NA,216
7,8,5,"Papaver orientale","Papaver orientale","h","Papaver orientale",19810610,"North Pender Island; Port Washington; George Hill area","Canada","British Columbia","North Pender Island",NA,NA,NA,NA,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asst planted (underlined), not much spreading",NA,NA,NA,NA,217
7,8,6,"Papaver somniferum","Papaver somniferum","h","Papaver somniferum",19810610,"North Pender Island; Port Washington; George Hill area","Canada","British Columbia","North Pender Island",NA,NA,NA,NA,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asst planted (underlined), not much spreading",NA,NA,NA,NA,218
7,8,7,"Calendula","Calendula","h","Calendula",19810610,"North Pender Island; Port Washington; George Hill area","Canada","British Columbia","North Pender Island",NA,NA,NA,NA,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asst planted (underlined), not much spreading",NA,NA,NA,NA,219
7,8,8,"Oenothera","Oenothera","h","Oenothera",19810610,"North Pender Island; Port Washington; George Hill area","Canada","British Columbia","North Pender Island",NA,NA,NA,NA,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asst planted (underlined), not much spreading",NA,NA,NA,NA,220
7,9,1,"Sedum albus","Sedum album","h","Sedum album",19810610,"North Pender Island; Port Washington; George Hill area","Canada","British Columbia","North Pender Island",NA,NA,NA,"sea side","Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955","around dock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"around dock",NA,NA,NA,NA,221
7,10,1,"Juncus acuminatus","Juncus acuminatus","h","Juncus acuminatus",19810615,"North Pender Island; Port Washington","Canada","British Columbia","North Pender Island","Juncus c.f. acuminatus",NA,NA,"wet meadow","Stellaria calycantha, Daphne laureola, Hypochaeris radicata, Pyrola asarifolia, Sanguisorba minor, Veronica serpyllifolia, Trifolium campestre, Polygonum spergulariiforme, Brodia coronaria,  Lupinus bicolor, Agoseris heterophylla, Festuca rubra litoralis, Triteleia hyacinthina, Potentilla gracilis, Anthemis arvensis, Carex aurea, Lotus corniculatus","1956, 1957, 1958, 1959, 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several species of rush poss Juncus acuminatus",NA,NA,NA,NA,222
7,10,2,"Juncus gracilis","Juncus gracilis","h","Marsippospermum gracile",19810615,"North Pender Island; Port Washington","Canada","British Columbia","North Pender Island",NA,NA,NA,"wet meadow","Stellaria calycantha, Daphne laureola, Hypochaeris radicata, Pyrola asarifolia, Sanguisorba minor, Veronica serpyllifolia, Trifolium campestre, Polygonum spergulariiforme, Brodia coronaria,  Lupinus bicolor, Agoseris heterophylla, Festuca rubra litoralis, Triteleia hyacinthina, Potentilla gracilis, Anthemis arvensis, Carex aurea, Lotus corniculatus","1956, 1957, 1958, 1959, 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain of updated name",223
7,10,4,"Myriophyllum","Myriophyllum","h","Myriophyllum",19810619,"North Pender Island; Magic Lake Horse","Canada","British Columbia","North Pender Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224
7,10,5,"Lotus corniculatus","Lotus corniculatus","h","Lotus corniculatus",19810619,"North Pender Island; Ross Smith fields","Canada","British Columbia","North Pender Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abundant","qualitative",NA,NA,NA,NA,NA,225
7,11,1,"Polygonum coccineum","Polygonum coccineum","h","Persicaria amphibia emersa",19810619,"North Pender Island; fen below Magic Lake","Canada","British Columbia","North Pender Island","c.f. Polygonum coccineum",NA,NA,"fen","Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"taxon name underlined",NA,NA,NA,NA,226
7,11,2,"Hippuris vulgaris","Hippuris vulgaris","h","Hippuris vulgaris",19810619,"North Pender Island; fen below Magic Lake","Canada","British Columbia","North Pender Island",NA,NA,NA,"fen","Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227
7,11,3,"Lycopus","Lycopus","h","Lycopus",19810619,"North Pender Island; fen below Magic Lake","Canada","British Columbia","North Pender Island",NA,NA,NA,"fen","Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"recheck",NA,NA,NA,NA,228
7,11,4,"Juncus balticus- filiformis","Juncus balticus filiformis","h","Juncus balticus filiformis",19810619,"North Pender Island; fen below Magic Lake","Canada","British Columbia","North Pender Island",NA,NA,NA,"fen","Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"recheck",NA,NA,NA,NA,229
7,12,1,"Crataegus douglasii","Crataegus douglasii","h","Crataegus douglasii",19810707,"Galiano Island; near G. lodge","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230
7,12,2,"Eschscholzia californica","Eschscholzia californica","h","Eschscholzia californica",19810707,"Galiano Island; Sturdies Bay","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231
7,12,3,"Conioselinum pacificum","Conioselinum pacificum","h","Conioselinum gmelinii",19810707,"Galiano Island; [lain penn.]?","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232
7,12,4,"Hypericum calycinum","Hypericum calycinum","h","Hypericum calycinum",19810707,"Galiano Island","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"on slope above [short cut]? to ferry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"well established",NA,NA,NA,NA,233
7,17,1,"Anagallis arvensis","Anagallis arvensis","m","Anagallis arvensis",19810718,"Saturna Island; free school","Canada","British Columbia","Saturna Island",NA,NA,NA,NA,"Persicaria lapathifolia","2062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234
7,17,2,"Festuca myuros","Festuca myuros","h","Festuca myuros",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235
7,17,3,"Arbutus menziesii","Arbutus menziesii","h","Arbutus menziesii",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236
7,17,4,"Pseudotsuga menziesii","Pseudotsuga menziesii","h","Pseudotsuga menziesii",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237
7,17,5,"Quercus garryana","Quercus garryana","h","Quercus garryana",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238
7,17,6,"Holodiscus discolor","Holodiscus discolor","h","Holodiscus discolor",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239
7,17,7,"Symphoricarpos albus","Symphoricarpos albus","h","Symphoricarpos albus",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240
7,17,8,"Rosa gymnocarpa","Rosa gymnocarpa","h","Rosa gymnocarpa",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241
7,17,9,"Cytisus scoparius","Cytisus scoparius","h","Cytisus scoparius",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242
7,17,10,"Rubus leucodermis","Rubus leucodermis","h","Rubus leucodermis",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243
7,17,11,"Heuchera micrantha","Heuchera micrantha","h","Heuchera micrantha",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244
7,17,12,"Bromus pacificus","Bromus pacificus","h","Bromus pacificus",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245
7,17,13,"Elymus glaucus","Elymus glaucus","h","Elymus glaucus",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246
7,17,14,"Berberis aquifolium","Berberis aquifolium","h","Berberis aquifolium",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247
7,17,15,"Lonicera hispidula","Lonicera hispidula","h","Lonicera hispidula",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248
7,17,16,"Paxistima myrsinites","Paxistima myrsinites","h","Paxistima myrsinites",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249
7,17,17,"Gaultheria shallon","Gaultheria shallon","h","Gaultheria shallon",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250
7,17,18,"Salix (scouleriana)","Salix scouleriana","h","Salix scouleriana",19810728,"Parker Island","Canada","British Columbia","Parker Island","Salix c.f. scouleriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix (scouleriana)",NA,NA,NA,NA,251
7,17,19,"Sedum spathulifolium","Sedum spathulifolium","h","Sedum spathulifolium",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252
7,17,20,"Plantago maritima","Plantago maritima","h","Plantago maritima",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253
7,17,21,"Hypochaeris radicata","Hypochaeris radicata","h","Hypochaeris radicata",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
7,18,1,"Aira praecox","Aira praecox","h","Aira praecox",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255
7,18,2,"Vicia americana","Vicia americana","h","Vicia americana",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256
7,18,3,"Juniperus scopulorum","Juniperus scopulorum","h","Juniperus scopulorum",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257
7,18,4,"Amlanchier alnifolia","Amelanchier alnifolia","h","Amelanchier alnifolia",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258
7,18,5,"Goodyera oblongifolia","Goodyera oblongifolia","h","Goodyera oblongifolia",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259
7,18,6,"Madia madioides","Madia madioides","h","Madia madioides",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260
7,18,7,"Linnaea borealis","Linnaea borealis","h","Linnaea borealis",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261
7,18,8,"Bromus vulgaris","Bromus vulgaris","h","Bromus vulgaris",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262
7,18,9,"Thuja plicata","Thuja plicata","h","Thuja plicata",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263
7,18,10,"Trifolium repens","Trifolium repens","h","Trifolium repens",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264
7,18,11,"Berberis nervosa","Berberis nervosa","h","Berberis nervosa",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265
7,18,12,"Plantago lanceolata","Plantago lanceolata","h","Plantago lanceolata",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266
7,18,13,"Habenaria elegans","Habenaria elegans","h","Platanthera elegans",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267
7,18,14,"Hordeum brachyantherum","Hordeum brachyantherum","h","Hordeum brachyantherum",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268
7,18,15,"Cerastium arvense","Cerastium arvense","h","Cerastium arvense",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269
7,18,16,"Cerastium viscosum","Cerastium viscosum","h","Cerastium viscosum",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270
7,18,17,"Fritillaria lanceolata","Fritillaria lanceolata","h","Fritillaria lanceolata",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[(dry)]?",NA,NA,NA,NA,271
7,18,18,"Festuca rubra","Festuca rubra","h","Festuca rubra",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272
7,18,19,"Luzula campestris","Luzula campestris","h","Luzula campestris",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273
7,18,20,"Aira caryophyllea","Aira caryophyllea","h","Aira caryophyllea",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274
7,18,21,"Trientalis latifolia","Trientalis latifolia","h","Lysimachia latifolia",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275
7,18,22,"Polypodium glycyrrhiza","Polypodium glycyrrhiza","h","Polypodium glycyrrhiza",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276
7,18,23,"Festuca occidentalis","Festuca occidentalis","h","Festuca occidentalis",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277
7,18,24,"Trisetum canescens","Trisetum canescens","h","Trisetum canescens",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asterisk crossed out beside taxon name",NA,NA,NA,NA,278
7,18,25,"Rubus ursinus","Rubus ursinus","h","Rubus ursinus",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279
7,18,26,"Holcus lanatus","Holcus lanatus","h","Holcus lanatus",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280
7,18,27,"T. dubium","Trifolium dubium","m","Trifolium dubium",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281
7,18,28,"Polystichum munitum","Polystichum munitum","h","Polystichum munitum",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282
7,18,29,"Hieracium albiflorum","Hieracium albiflorum","h","Hieracium albiflorum",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283
7,18,30,"Agropyron repens","Agropyron repens","h","Elymus repens",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284
7,18,31,"Achillea millefolium","Achillea millefolium","h","Achillea millefolium",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285
7,18,32,"Orobanche uniflora","Orobanche uniflora","h","Orobanche uniflorum",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286
7,18,33,"Bromus mollis","Bromus mollis","h","Bromus hordeaceus",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287
7,18,34,"Trifolium tridentatum","Trifolium tridentatum","h","Trifolium willdenovii",19810728,"Parker Island","Canada","British Columbia","Parker Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288
8,1,1,"Elodea densa","Elodea densa","h","Egeria densa",19960925,"Metchosin; south shore of Matheson Lake","Canada","British Columbia","Vancouver Island",NA,"Metchosin","present","shoreline of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,1
8,1,2,"Potamogeton richardsonii","Potamogeton richardsonii","h","Potamogeton richardsonii",19960925,"Metchosin; south shore of Matheson Lake","Canada","British Columbia","Vancouver Island",NA,"Metchosin","present","shoreline of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,2
